[ 2025-04-18 14:26:58,703 ] 20 root - INFO - Initiate the data ingestion
[ 2025-04-18 14:27:01,895 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-04-18 14:27:01,895 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-18 14:27:01,896 ] 75 root - INFO - Exporting train and test file path.
[ 2025-04-18 14:27:01,939 ] 84 root - INFO - Exported train and test file path.
[ 2025-04-18 14:27:01,939 ] 22 root - INFO - Data Initiation Completed
[ 2025-04-18 14:27:01,946 ] 26 root - INFO - Initiate the data Validation
[ 2025-04-18 14:27:01,967 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 14:27:01,967 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 14:27:01,967 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 14:27:01,967 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 14:27:02,093 ] 28 root - INFO - data Validation Completed
[ 2025-04-18 14:27:02,094 ] 31 root - INFO - data Transformation started
[ 2025-04-18 14:27:02,094 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-18 14:27:02,094 ] 65 root - INFO - Starting data transformation
[ 2025-04-18 14:27:02,112 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-18 14:27:02,113 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-18 14:27:02,125 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 14:27:02,129 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 14:27:02,129 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 14:27:02,132 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 14:27:02,133 ] 35 root - INFO - data Transformation completed
[ 2025-04-18 14:27:02,134 ] 37 root - INFO - Model Training sstared
