[ 2025-04-18 16:09:11,386 ] 20 root - INFO - Initiate the data ingestion
[ 2025-04-18 16:09:18,208 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-04-18 16:09:18,208 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-18 16:09:18,209 ] 75 root - INFO - Exporting train and test file path.
[ 2025-04-18 16:09:18,264 ] 84 root - INFO - Exported train and test file path.
[ 2025-04-18 16:09:18,265 ] 22 root - INFO - Data Initiation Completed
[ 2025-04-18 16:09:18,274 ] 26 root - INFO - Initiate the data Validation
[ 2025-04-18 16:09:18,300 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 16:09:18,300 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 16:09:18,300 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 16:09:18,300 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 16:09:18,442 ] 28 root - INFO - data Validation Completed
[ 2025-04-18 16:09:18,443 ] 31 root - INFO - data Transformation started
[ 2025-04-18 16:09:18,443 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-18 16:09:18,443 ] 65 root - INFO - Starting data transformation
[ 2025-04-18 16:09:18,469 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-18 16:09:18,469 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-18 16:09:18,491 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 16:09:18,495 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 16:09:18,496 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 16:09:18,500 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 16:09:18,501 ] 35 root - INFO - data Transformation completed
[ 2025-04-18 16:09:18,501 ] 37 root - INFO - Model Training stared
