[ 2025-04-18 15:51:42,912 ] 20 root - INFO - Initiate the data ingestion
[ 2025-04-18 15:51:46,558 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-04-18 15:51:46,558 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-18 15:51:46,558 ] 75 root - INFO - Exporting train and test file path.
[ 2025-04-18 15:51:46,613 ] 84 root - INFO - Exported train and test file path.
[ 2025-04-18 15:51:46,614 ] 22 root - INFO - Data Initiation Completed
[ 2025-04-18 15:51:46,623 ] 26 root - INFO - Initiate the data Validation
[ 2025-04-18 15:51:46,646 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 15:51:46,646 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 15:51:46,646 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 15:51:46,646 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 15:51:46,786 ] 28 root - INFO - data Validation Completed
[ 2025-04-18 15:51:46,786 ] 31 root - INFO - data Transformation started
[ 2025-04-18 15:51:46,786 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-18 15:51:46,786 ] 65 root - INFO - Starting data transformation
[ 2025-04-18 15:51:46,828 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-18 15:51:46,828 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-18 15:51:46,848 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 15:51:46,851 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 15:51:46,851 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 15:51:46,855 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 15:51:46,857 ] 35 root - INFO - data Transformation completed
[ 2025-04-18 15:51:46,857 ] 37 root - INFO - Model Training stared
[ 2025-04-18 15:54:48,462 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 15:54:48,464 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 15:54:48,464 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 15:54:48,468 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 15:54:48,468 ] 126 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_18_2025_15_51_38\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9917188446778429, precision_score=0.9883252818035426, recall_score=0.9951357924604783), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.973322554567502, precision_score=0.9624300559552358, recall_score=0.9844644317252658))
[ 2025-04-18 15:54:48,470 ] 42 root - INFO - Model Training artifact created
