[ 2025-04-18 13:33:03,388 ] 18 root - INFO - Initiate the data ingestion
[ 2025-04-18 13:33:06,431 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-04-18 13:33:06,431 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-18 13:33:06,432 ] 75 root - INFO - Exporting train and test file path.
[ 2025-04-18 13:33:06,472 ] 84 root - INFO - Exported train and test file path.
[ 2025-04-18 13:33:06,472 ] 20 root - INFO - Data Initiation Completed
[ 2025-04-18 13:33:06,478 ] 24 root - INFO - Initiate the data Validation
[ 2025-04-18 13:33:06,495 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 13:33:06,495 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 13:33:06,495 ] 32 root - INFO - Required number of columns:2
[ 2025-04-18 13:33:06,495 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-18 13:33:06,592 ] 26 root - INFO - data Validation Completed
[ 2025-04-18 13:33:06,592 ] 29 root - INFO - data Transformation started
[ 2025-04-18 13:33:06,592 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-18 13:33:06,593 ] 65 root - INFO - Starting data transformation
[ 2025-04-18 13:33:06,608 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-18 13:33:06,608 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-18 13:33:06,621 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 13:33:06,624 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 13:33:06,624 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-18 13:33:06,626 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-18 13:33:06,627 ] 33 root - INFO - data Transformation completed
